id;type;sex;familyStatus;age;Year_employment;group;SIR;age0;entrance;year_0;year_1;year_2;year_3;year_4;year_5;year_6;year_7;year_8;year_9;year_10;year_11;year_12;year_13;year_14;year_15;year_16;year_17;year_18;year_19;year_20;year_21;year_22;year_23;year_24;year_25;year_26;year_27;year_28;year_29;year_30;year_31;year_32;year_33;year_34;year_35;year_36;year_37;year_38;year_39;year_40;year_41;year_42;year_43;year_44;year_45;year_46;year_47;year_48;year_49;year_50;year_51;year_52;year_53;year_54;year_55;year_56;year_57;year_58;year_59
female_groupe_4year_4;active;female;not married;84;2022;4;0,0;29;4;0,0;0,0;0,0;0,0;501,48609015746854;518,7375265270161;536,5604116154298;554,984147457842;574,0285651521732;593,6899292649612;613,9680368839932;634,8800020390415;656,4902757479481;678,7869333228153;701,7898477937758;725,5045059830541;749,9656059094644;775,170556975737;801,1139334947056;827,8127967190882;855,2755317035094;883,4911430544928;912,5394964615972;942,4605975173288;973,1859707718891;1004,6977517674585;1036,995145615737;1070,075321168746;1103,921587093934;1138,5613556490375;1174,1115974699733;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_4;active;male;not married;80;2022;1;0,0;25;4;0,0;0,0;0,0;0,0;542,3164865351584;561,013045334183;580,3363569710689;600,3128681203777;620,9831320217897;642,3453416600917;664,4151681639379;687,2290196575473;710,8114527089674;735,1578417837794;760,2679356186601;786,162926274602;812,9226225353519;840,5322582285586;869,0164418463359;898,3819676430335;928,6718016845529;959,8827360709387;992,0080522505181;1025,0688769312035;1059,0755932075317;1094,0145856392892;1129,9847507801712;1167,0356269895083;1205,0824220863856;1244,1030147653746;1284,0964207275374;1325,0591342023772;1366,9704865488918;1409,8644219780954;1453,8857835739166;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_1year_4;active;female;not married;80;2022;1;0,0;25;4;0,0;0,0;0,0;0,0;135,57912163378955;140,2532613335457;145,08408924276716;150,0782170300944;155,24578300544735;160,58633541502286;166,10379204098442;171,8072549143868;177,7028631772418;183,7894604459448;190,06698390466497;196,54073156865044;203,2306556338379;210,13306455713962;217,25411046158388;224,5954919107583;232,1679504211382;239,97068401773456;248,00201306262946;256,2672192328008;264,76889830188287;273,5036464098222;282,49618769504275;291,75890674737695;301,2706055215963;311,02575369134354;321,02410518188424;331,26478355059425;341,74262163722284;352,4661054945237;363,4714458934791;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_2_year_4;active;male;not married;80;2022;2;0,0;25;4;0,0;0,0;0,0;0,0;43006,64624071039;44489,31606571517;46021,688487354026;47605,860773191846;49245,04886608879;50939,1094665769;52689,28532257725;54498,4636620415;56368,59186378096;58299,30311482321;60290,57748954711;62344,09555546782;64466,1862887731;66655,67870615999;68914,52430410912;71243,26187887794;73645,29871466756;76120,38041939883;78667,97420016908;81289,75544187987;83986,54754209468;86757,27077258239;89609,76780308443;92547,96711216998;95565,14453153676;98659,54580295991;101831,09286981153;105079,50771835736;108403,15128920328;111804,71541767279;115295,68641374473;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_2year_4;active;female;not married;80;2022;2;0,0;25;4;0,0;0,0;0,0;0,0;10751,661560177594;11122,329016428788;11505,422121838503;11901,465193297958;12311,262216522196;12734,777366644223;13172,321330644307;13624,615915510372;14092,147965945236;14574,8257787058;15072,644372386772;15586,023888866954;16116,546572193269;16663,91967653999;17228,63107602727;17810,81546971948;18411,324678666882;19030,0951048497;19666,99355004226;20322,438860469963;20996,63688552366;21689,31769314559;22402,4419507711;23136,99177804249;23891,286132884183;24664,88645073997;25457,773217452872;26269,876929589333;27100,78782230081;27951,178854418187;28823,921603436178;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_3_year_5;active;male;not married;79;2023;3;0,0;25;5;0,0;0,0;0,0;0,0;0,0;1738,5746844503442;1798,5126812130777;1860,459941283064;1924,501248213859;1990,7666088144586;2059,250230100542;2130,0023510529086;2203,139689943357;2278,7409709645012;2356,7913654374383;2437,2900678545666;2520,305016369469;2606,092064408076;2694,6038741260236;2785,919336175677;2880,060231784246;2977,1643028723993;3077,221265456909;3180,2095810005094;3286,196978145893;3395,2167433332766;3507,2252277703756;3622,539477036484;3741,318302710413;3863,2898754400426;3988,383278071719;4116,595355109974;4247,914867649139;4382,2755555313515;4519,786238140528;4660,91125783983;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_3year_5;active;female;not married;79;2023;3;0,0;25;5;0,0;0,0;0,0;0,0;0,0;1159,0497896335628;1199,008454142052;1240,3066275220426;1283,0008321425726;1327,177739209639;1372,8334867336944;1420,0015673686057;1468,7597932955712;1519,160647309667;1571,1942436249587;1624,8600452363776;1680,2033442463123;1737,3947096053837;1796,4025827506823;1857,279557450451;1920,04015452283;1984,7762019149332;2051,4808436379394;2120,1397206670063;2190,7979854305954;2263,4778288888515;2338,150151846917;2415,0263180243232;2494,212201806942;2575,526583626696;2658,9221853811464;2744,39690340665;2831,9432450994263;2921,517037020902;3013,1908254270206;3107,2741718932207;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_4_year_5;active;male;not married;83;2023;4;0,0;29;5;0,0;0,0;0,0;0,0;0,0;815,1039857995177;843,1440746904569;872,1129832188092;902,0585007779348;933,012860379426;964,9699905354327;997,9295614370994;1031,9193898357858;1067,0442329372509;1103,2847086273632;1140,6731180733718;1179,2183794302407;1218,976890061705;1259,944439270397;1302,1122082688726;1345,5079280258797;1390,1452274168328;1436,006234781434;1483,2207619792052;1531,8538331823943;1581,7941499658689;1633,0126758497365;1685,5081188407921;1739,2758772560628;1794,288821386554;1850,5915064870953;1908,3740539457547;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_5;active;female;not married;83;2023;4;0,0;29;5;0,0;0,0;0,0;0,0;0,0;543,4026571996784;562,096049793638;581,4086554792061;601,3723338519566;622,008573586284;643,3133270236219;665,2863742913996;687,946259890524;711,3628219581672;735,5231390849088;760,4487453822479;786,1455862868271;812,6512600411365;839,9629595135979;868,0748055125819;897,0052853505863;926,7634849445551;957,3374898542893;988,81384131947;1021,2358887882626;1054,529433310579;1088,6751172331574;1123,6720792271944;1159,5172515040415;1196,1925475910355;1233,7276709913965;1272,249369297169;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_5;active;male;not married;79;2023;1;0,0;25;5;0,0;0,0;0,0;0,0;0,0;592,0861778617417;612,4985649333711;633,5952234616996;655,4050271963682;677,9722510456231;701,2949221601101;725,3901498457374;750,2976834880524;776,0443332705509;802,6250491623694;830,0395568411441;858,310993214392;887,526491310339;917,6699298294003;948,7681756443344;980,8286465345918;1013,8982516655194;1047,9734887404497;1083,0470226300263;1119,1419188910775;1156,2695134997552;1194,4149414940753;1233,6861754028748;1274,1372998401412;1315,67574104211;1358,2773475778256;1401,9410448168633;1446,6630052557173;1492,4206634423745;1539,2510787299225;1587,3123868012747;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_1year_5;active;female;not married;79;2023;1;0,0;25;5;0,0;0,0;0,0;0,0;0,0;148,02154446543537;153,12464123334271;158,39880586542486;163,85125679909197;169,49306276140572;175,32373054002747;181,34753746143426;187,57442087201304;194,01108331763763;200,65626229059225;207,50988921028593;214,57774830359793;221,88162282758472;229,41748245735005;237,19204391108352;245,20716163364787;253,4745629163798;261,9933721851123;270,7617556575065;279,78547972276925;289,06737837493876;298,6037353735187;308,4215438507186;318,5343249600352;328,9189352605274;339,5693368944562;350,48526120421576;361,6657513139292;373,10516586059344;384,8127696824805;396,8280967003185;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_2_year_5;active;male;not married;79;2023;2;0,0;25;5;0,0;0,0;0,0;0,0;0,0;193,62642749656894;200,3017692510925;207,20088423754157;214,33321486683602;221,7132400993571;229,34031476589325;237,22003402117687;245,36539687076908;253,78517088980482;262,4777045966733;271,4429082813604;280,6883482693664;290,24251915759805;300,1001488931654;310,2700235899564;320,7545690403449;331,56912567017207;342,7125481441519;354,18243769848027;365,986337325265;378,12795416148487;390,6024270068761;403,44506547650536;416,67355654058156;430,2576263507564;444,189376807953;458,46845648216373;473,09361368764104;488,0574689785856;503,37214165521397;519,0893458910491;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_2year_5;active;female;not married;79;2023;2;0,0;25;5;0,0;0,0;0,0;0,0;0,0;48,40660687414222;50,07544231277311;51,80022105938537;53,58330371670899;55,42831002483926;57,3350786914733;59,3050085052942;61,34134921769225;63,44629272245119;65,6194261491683;67,86072707034009;70,17208706734158;72,5606297893995;75,02503722329133;77,56750589748907;80,18864226008621;82,89228141754299;85,67813703603797;88,54560942462005;91,49658433131624;94,53198854037119;97,650606751719;100,8612663691263;104,16838913514538;107,56440658768909;111,04734420198822;114,6171141205409;118,27340342191025;122,01436724464635;125,84303541380348;129,77233647276222;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_3_year_6;active;male;not married;78;2024;3;0,0;25;6;0,0;0,0;0,0;0,0;0,0;0,0;1890,9411605245052;1956,1320471580984;2023,508286381947;2093,162092072503;2165,2348646702976;2239,720303501226;2316,673050426525;2396,220052759014;2478,446933979511;2563,3375658425375;2650,8910722468286;2741,1813453594154;2834,486661275356;2930,7555335217585;3030,073766627513;3132,4650506989033;3238,0791991834935;3346,905026822831;3458,9191074696164;3574,195105418721;3692,7692242916846;3814,593989971532;3940,0142335092473;4069,2026845285973;4201,86369089847;4337,920120375979;4477,368540922045;4620,196728667587;4766,332616498708;4915,894560591851;5069,387597684823;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_3year_6;active;female;not married;78;2024;3;0,0;25;6;0,0;0,0;0,0;0,0;0,0;0,0;1260,6274403496702;1304,0880314387323;1349,0055242546312;1395,4413947150017;1443,489909780198;1493,146869000817;1544,44870028435;1597,4800351726758;1652,2979559863406;1708,8917105616918;1767,260714831219;1827,4542302396103;1889,6577741835704;1953,837022347839;2020,0491777516754;2088,310033799269;2158,7194661223293;2231,2700178818877;2305,946071646411;2382,7967369458147;2461,8461495277907;2543,062659981022;2626,676155672832;2712,8017896857327;2801,2424605989813;2891,9467469173205;2984,912360614698;3080,13115244506;3177,555077665808;3277,2630403945695;3379,591731789884;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_4_year_6;active;male;not married;82;2024;4;0,0;29;6;0,0;0,0;0,0;0,0;0,0;0,0;881,6854498929293;912,0159829531938;943,3512059354176;975,742811891677;1009,2256667750551;1043,7932031504886;1079,445064268809;1116,2113390823029;1154,2053418498847;1193,4061072366821;1233,848574918705;1275,542391527069;1318,5485612230634;1362,8625293600815;1408,4747567913269;1455,415239679353;1503,6987201691638;1553,3058667605762;1604,377094946286;1656,9827403737213;1711,002413247537;1766,4047052538453;1823,1882188634588;1881,347976506654;1940,8546323943076;2001,7563812605686;2064,2588744879517;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_6;active;female;not married;82;2024;4;0,0;29;6;0,0;0,0;0,0;0,0;0,0;0,0;587,7902999286197;608,0106553021293;628,9008039569452;650,4952079277848;672,8171111833701;695,8621354336591;719,6300428458727;744,1408927215354;769,4702278999232;795,6040714911217;822,5657166124703;850,3615943513795;879,0323741487091;908,5750195733877;938,983171194218;970,2768264529018;1002,4658134461093;1035,537244507051;1069,584729964191;1104,655160249148;1140,668275498358;1177,6031368358972;1215,4588125756397;1254,2319843377697;1293,9030882628717;1334,5042541737128;1376,1725829919683;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_6;active;male;not married;78;2024;1;0,0;25;6;0,0;0,0;0,0;0,0;0,0;0,0;656,6401409095477;679,2780494170905;702,674834119599;726,8625168134625;751,89019961097;777,7556945669758;804,4779763805406;832,1011282326316;860,6548833670341;890,1336411581948;920,5370973749349;951,8909114951824;984,2917164856764;1017,7216333740195;1052,210458273976;1087,7664177105446;1124,4415352608585;1162,2319267799005;1201,1294574039398;1241,1597074809931;1282,335248925853;1324,6395960796792;1368,1924934985873;1413,0539225330597;1459,1212162883837;1506,3675901517463;1554,7918523279336;1604,3897580084436;1655,1362814754946;1707,072522588775;1760,3738582460974;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_1year_6;active;female;not married;78;2024;1;0,0;25;6;0,0;0,0;0,0;0,0;0,0;0,0;164,16003522738686;169,8195123542726;175,66870852989973;181,71562920336558;187,9725499027424;194,43892364174386;201,11949409513505;208,0252820581578;215,16372084175845;222,5334102895486;230,13427434373364;237,97272787379552;246,07292912141904;254,43040834350478;263,0526145684939;271,94160442763604;281,1103838152145;290,55798169497507;300,2823643509849;310,28992687024817;320,5838122314631;331,1598990199197;342,0481233746467;353,2634806332648;364,78030407209576;376,5918975379364;388,69796308198323;401,0974395021108;413,78407036887353;426,76813064719363;440,09346456152423;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_2_year_6;active;male;not married;78;2024;2;0,0;25;6;0,0;0,0;0,0;0,0;0,0;0,0;214,70250020294367;222,10444725601687;229,7545250678613;237,6632038478315;245,84653857888816;254,30381386569712;263,0412338908465;272,0732125906478;281,40947188336645;291,0481805250166;300,989239040725;311,24103734411693;321,8351716448485;332,76579603153607;344,0426529791259;355,66843232543806;367,660144288679;380,01651886478663;392,7348961865474;405,82364029437423;419,2868618439675;433,11917049753015;447,35971929183546;462,02812040882554;477,0908047173895;492,53901441705256;508,3723598249484;524,5894530103956;541,1821112811667;558,1637731130472;575,5917817235653;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_2year_6;active;female;not married;78;2024;2;0,0;25;6;0,0;0,0;0,0;0,0;0,0;0,0;53,67562505073591;55,5261118140042;57,43863126696532;59,41580096195786;61,461634644722025;63,57595346642427;65,76030847271161;68,01830314766192;70,3523679708416;72,76204513125414;75,24730976018124;77,8102593360292;80,45879291121211;83,19144900788399;86,01066324478145;88,91710808135949;91,91503607216973;95,00412971619663;98,18372404663684;101,45591007359353;104,82171546099185;108,27979262438252;111,83992982295885;115,50703010220636;119,27270117934735;123,1347536042631;127,09308995623708;131,14736325259886;135,29552782029168;139,54094327826178;143,8979454308913;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_3_year_7;active;male;not married;77;2025;3;0,0;25;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2058,9582640223953;2129,941601619189;2203,3044684522397;2279,1472719413764;2357,6239764783245;2438,727721550824;2522,518004151219;2609,133051329766;2698,666094529677;2791,0995724513173;2886,432531148588;2984,7454283803745;3086,3412661001785;3191,1639830719046;3299,3070078736255;3410,7961355650323;3525,7944910716196;3644,289895283425;3766,2568405534703;3891,775536521199;4020,8854036335856;4153,534749523089;4290,099044752693;4430,766366610959;4575,214793183372;4723,360338742492;4875,1992662998955;5030,718265850604;5189,838866851577;5352,689941862507;5519,8214019999605;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_3year_7;active;female;not married;77;2025;3;0,0;25;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1372,638842681597;1419,9610677461262;1468,8696456348262;1519,431514627584;1571,7493176522164;1625,8184810338823;1681,6786694341463;1739,4220342198446;1799,1107296864518;1860,7330483008784;1924,288354099059;1989,8302855869163;2057,5608440667856;2127,4426553812696;2199,538005249083;2273,864090376688;2350,529660714413;2429,5265968556164;2510,8378937023135;2594,517024347466;2680,590269089057;2769,0231663487257;2860,0660298351295;2953,844244407307;3050,1431954555824;3148,906892494995;3250,132844199931;3353,8121772337363;3459,8925779010524;3568,4599612416723;3679,880934666641;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_4_year_7;active;male;not married;81;2025;4;0,0;29;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;958,0702015724263;991,0284180501685;1025,078365684602;1060,2762159514252;1096,6598554129066;1134,2221476647474;1172,9627050508416;1212,9142232775616;1254,1998335759972;1296,7967542810893;1340,7429520650126;1386,0489092940331;1432,7809152203;1480,9340206057439;1530,4978598803143;1581,5050279218185;1633,9715440598688;1687,876402011238;1743,372182154118;1800,535313659386;1859,2349767709616;1919,4370421180806;1981,1399910967211;2044,338414905786;2109,0004253859506;2175,17839261848;2243,0957845777216;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_7;active;female;not married;81;2025;4;0,0;29;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;638,713467714951;660,6856120334458;683,3855771230682;706,8508106342836;731,1065702752711;756,1480984431648;781,9751367005612;808,6094821850412;836,1332223839983;864,5311695207264;893,8286347100086;924,0326061960224;955,1872768135333;987,2893470704961;1020,3319065868766;1054,3366852812126;1089,3143627065797;1125,2509346741592;1162,2481214360794;1200,3568757729245;1239,489984513975;1279,6246947453878;1320,7599940644816;1362,8922766038581;1406,0002835906344;1450,1189284123207;1495,3971897184815;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_7;active;male;not married;77;2025;1;0,0;25;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;725,4772820790685;750,4883761514749;776,3379012077006;803,0612359648917;830,7126300260626;859,2896660785964;888,8133079841958;919,3322602680968;950,879373180451;983,4484589688637;1017,0391815088811;1051,679890222275;1087,4773483385547;1124,4118025903015;1162,5161726884553;1201,7995475641144;1242,3194045492162;1284,0714523146223;1327,0467031995702;1371,273419200544;1416,7654901759397;1463,504702236256;1511,6233530430309;1561,1877119337785;1612,0843492000558;1664,283672334651;1717,784364603636;1772,5817362051796;1828,6481379162335;1886,0289781921192;1944,9180191062128;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_1year_7;active;female;not married;77;2025;1;0,0;25;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;181,36932051976706;187,62209403786866;194,08447530192507;200,7653089912229;207,6781575065156;214,822416519649;222,2033269960489;229,83306506702417;237,71984329511267;245,86211474221585;254,2597953772202;262,9199725555687;271,8693370846386;281,10295064757526;290,6290431721137;300,4498868910285;310,579851137304;321,0178630786555;331,7616757998925;342,8183548001359;354,19137254398487;365,8761755590639;377,9058382607576;390,29692798344445;403,02108730001385;416,0709180836627;429,44609115090896;443,1454340512947;457,1620344790582;471,50724454802975;486,22950477655303;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_2_year_7;active;male;not married;77;2025;2;0,0;25;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;234,2212882845737;242,29615268040638;250,64170561469336;259,2693691524844;268,19665784898416;277,4227912716565;286,9545376306394;296,8076212455328;306,99264786251405;317,5076197576387;328,3524284126878;339,53622647551595;351,09348259424627;363,0178194006866;375,3198650665206;388,0025539650269;401,0844427279102;414,5641458939519;428,4387617851333;442,71741482394066;457,40458936930315;472,4944050432004;488,02957431849416;504,03149233737514;520,4635381702877;537,316157837619;554,5889262300999;572,2803292390822;590,3814402767844;608,9069195223282;627,9193233142345;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_2year_7;active;female;not married;77;2025;2;0,0;25;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,555322071143415;60,57403817010158;62,66042640367333;64,81734228812107;67,04916446224601;69,3556978179141;71,73863440765982;74,20190531138319;76,7481619656285;79,37690493940966;82,08810710317192;84,88405661887899;87,77337064856154;90,75445485017164;93,82996626663014;97,00063849125671;100,27111068197753;103,64103647348796;107,1096904462833;110,67935370598514;114,35114734232577;118,12360126080009;122,00739357962352;126,00787308434376;130,1158845425719;134,32903945940473;138,64723155752492;143,07008230977053;147,59536006919606;152,226729880582;156,9798308285586;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_3_year_8;active;male;not married;76;2026;3;0,0;25;8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2244,63587474693;2322,0205157390033;2401,9992727858025;2484,68160808507;2570,235370593796;2658,6530811162083;2749,9996021052248;2844,425625977145;2942,032791820892;3042,8019546523947;3146,732074498347;3253,9108648278116;3364,6686524214892;3478,94432042047;3596,8397228262315;3718,382980906402;3843,7519302520304;3972,933293436555;4105,899262524049;4242,737280488628;4383,490322727624;4528,102035236845;4676,981748652234;4830,334501141152;4987,809339752868;5149,314704896266;5314,846522579939;5484,390282497784;5657,8604376044295;5835,39748223423;6017,600918689745;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_3year_8;active;female;not married;76;2026;3;0,0;25;8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1496,4239164979535;1548,0136771593357;1601,3328485238685;1656,454405390047;1713,4902470625307;1772,4353874108053;1833,3330680701501;1896,28375065143;1961,3551945472614;2028,5346364349296;2097,8213829988977;2169,2739098852076;2243,112434947659;2319,296213613646;2397,8931485508206;2478,9219872709346;2562,5012868346867;2648,6221956243703;2737,266175016032;2828,491520325752;2922,3268818184156;3018,7346901578967;3117,987832434823;3220,2230007607673;3325,206226501911;3432,8764699308435;3543,231015053292;3656,2601883318544;3771,906958402952;3890,2649881561515;4011,7339457931625;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_4_year_8;active;male;not married;80;2026;4;0,0;29;8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1055,6991139770257;1092,015826339763;1129,5355190404007;1168,3200875194073;1208,4112790413906;1249,8012299908423;1292,4895132088695;1336,5121561475214;1382,0048373106822;1428,9424535445544;1477,3668403869833;1527,2895483744126;1578,7836217416445;1631,8436069151971;1686,4580820565664;1742,6629635146426;1800,4759030147902;1859,8737536993426;1921,024644135291;1984,0127917503814;2048,6940460425344;2115,0307998025733;2183,0213796782555;2252,6598257028504;2323,911000261714;2396,8326100326035;2471,6708947400534;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_8;active;female;not married;80;2026;4;0,0;29;8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;703,7994093180172;728,0105508931754;753,0236793602674;778,8800583462715;805,6075193609272;833,200819993895;861,6596754725798;891,0081040983479;921,3365582071214;952,6283023630365;984,9112269246558;1018,1930322496089;1052,52241449443;1087,895737943465;1124,3053880377113;1161,7753090097622;1200,3172686765274;1239,9158357995625;1280,6830960901948;1322,675194500255;1365,7960306950238;1410,0205332017163;1455,3475864521708;1501,7732171352343;1549,274000174477;1597,8884066884032;1647,7805964933702;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_8;active;male;not married;76;2026;1;0,0;25;8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;797,2662727393063;824,7523184650861;853,1597614033368;882,5274811422281;912,9150955083423;944,3199479859383;976,765076897917;1010,3040062846025;1044,9728370648577;1080,7647691824845;1117,6794332521185;1155,747983988578;1195,087749286421;1235,6770212103643;1277,551977013492;1320,7226050143895;1365,2520701657477;1411,135656493584;1458,363486970769;1506,9666202357375;1556,9603206060724;1608,3245718522455;1661,2047630389636;1715,6737211299665;1771,60679207598;1828,971455068277;1887,7662630766379;1947,9860622238589;2009,6004672814179;2072,659380059915;2137,3757361947646;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
